feature,feature_family,excluded_patient_id,n_paired_patients,median_PreHI,median_HI,median_delta_HI_minus_PreHI,n_increase,n_decrease,n_no_change,dominant_direction,direction_consistency,wilcoxon_p,rank_biserial_effect_size,bootstrap_median_delta_ci_low,bootstrap_median_delta_ci_high,bootstrap_ci_excludes_zero,loo_status,analysis_type,baseline_dominant_direction,baseline_median_delta_HI_minus_PreHI,baseline_direction_consistency,baseline_wilcoxon_p,baseline_rank_biserial_effect_size,baseline_bootstrap_ci_excludes_zero,direction_matches_baseline,median_delta_sign_matches_baseline,direction_consistency_drop,p_value_ratio_vs_baseline,potentially_influential_patient_flag
entropyProfiled_maximum_sampleEntropy,entropy-profile aggregate features,30851,19,2.28,2.285,-0.3200000000000003,5,13,1,decrease,0.6842105263157895,0.034669963150986444,-0.5672514619883041,-0.6150000000000002,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.2550000000000001,0.65,0.034669963150986444,-0.5672514619883041,0,1,1,-0.03421052631578947,1.0,0
entropyProfiled_maximum_sampleEntropy,entropy-profile aggregate features,491,19,2.4850000000000003,2.4,-0.3200000000000003,4,13,2,decrease,0.6842105263157895,0.03515697309591544,-0.5816993464052288,-0.6150000000000002,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.2550000000000001,0.65,0.034669963150986444,-0.5672514619883041,0,1,1,-0.03421052631578947,1.0140470280515756,0
entropyProfiled_maximum_sampleEntropy,entropy-profile aggregate features,57091,19,2.28,2.4,-0.19,5,12,2,decrease,0.631578947368421,0.04946849467368889,-0.5424836601307189,-0.6150000000000002,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.2550000000000001,0.65,0.034669963150986444,-0.5672514619883041,0,1,1,0.018421052631579005,1.4268401283916967,0
entropyProfiled_maximum_sampleEntropy,entropy-profile aggregate features,59285,19,2.4850000000000003,2.4,-0.3200000000000003,5,12,2,decrease,0.631578947368421,0.04946849467368889,-0.5424836601307189,-0.6150000000000002,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.2550000000000001,0.65,0.034669963150986444,-0.5672514619883041,0,1,1,0.018421052631579005,1.4268401283916967,0
entropyProfiled_maximum_sampleEntropy,entropy-profile aggregate features,638,19,2.4850000000000003,2.4,-0.3200000000000003,5,12,2,decrease,0.631578947368421,0.04423369101367787,-0.5555555555555556,-0.6150000000000002,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.2550000000000001,0.65,0.034669963150986444,-0.5672514619883041,0,1,1,0.018421052631579005,1.275850534396063,0
entropyProfiled_maximum_sampleEntropy,entropy-profile aggregate features,70447,19,2.28,2.285,-0.19,5,12,2,decrease,0.631578947368421,0.04946849467368889,-0.5424836601307189,-0.6150000000000002,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.2550000000000001,0.65,0.034669963150986444,-0.5672514619883041,0,1,1,0.018421052631579005,1.4268401283916967,0
entropyProfiled_maximum_sampleEntropy,entropy-profile aggregate features,80436,19,2.4850000000000003,2.285,-0.3200000000000003,4,13,2,decrease,0.6842105263157895,0.03124928092967935,-0.5947712418300654,-0.6150000000000002,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.2550000000000001,0.65,0.034669963150986444,-0.5672514619883041,0,1,1,-0.03421052631578947,0.9013358564469728,0
entropyProfiled_maximum_sampleEntropy,entropy-profile aggregate features,8452,19,2.28,2.4,-0.19,5,12,2,decrease,0.631578947368421,0.04946849467368889,-0.5424836601307189,-0.6149999999999998,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.2550000000000001,0.65,0.034669963150986444,-0.5672514619883041,0,1,1,0.018421052631579005,1.4268401283916967,0
entropyProfiled_maximum_sampleEntropy,entropy-profile aggregate features,88503,19,2.4850000000000003,2.285,-0.3200000000000003,4,13,2,decrease,0.6842105263157895,0.006489970007665625,-0.7516339869281046,-0.6150000000000002,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.2550000000000001,0.65,0.034669963150986444,-0.5672514619883041,0,1,1,-0.03421052631578947,0.18719287296043666,0
entropyProfiled_maximum_sampleEntropy,entropy-profile aggregate features,90396,19,2.28,2.285,-0.19,5,12,2,decrease,0.631578947368421,0.055213375542714785,-0.5294117647058824,-0.6149999999999998,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.2550000000000001,0.65,0.034669963150986444,-0.5672514619883041,0,1,1,0.018421052631579005,1.5925420890198965,0
entropyProfiled_maximum_sampleEntropy,entropy-profile aggregate features,906,19,2.4850000000000003,2.4,-0.3200000000000003,5,12,2,decrease,0.631578947368421,0.04946849467368889,-0.5424836601307189,-0.6150000000000002,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.2550000000000001,0.65,0.034669963150986444,-0.5672514619883041,0,1,1,0.018421052631579005,1.4268401283916967,0
entropyProfiled_maximum_sampleEntropy,entropy-profile aggregate features,96305,19,2.28,2.285,-0.3200000000000003,4,13,2,decrease,0.6842105263157895,0.03515697309591544,-0.5816993464052288,-0.6150000000000002,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.2550000000000001,0.65,0.034669963150986444,-0.5672514619883041,0,1,1,-0.03421052631578947,1.0140470280515756,0
entropyProfiled_maximum_sampleEntropy,entropy-profile aggregate features,96879,19,2.4850000000000003,2.4,-0.3200000000000003,4,13,2,decrease,0.6842105263157895,0.012946026127481573,-0.6862745098039216,-0.6150000000000002,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.2550000000000001,0.65,0.034669963150986444,-0.5672514619883041,0,1,1,-0.03421052631578947,0.37340755371161183,0
fd_minimum,fractal-dimension summary features,,20,0.01,0.01,0.0,2,7,11,no_change,0.55,0.06661636996862676,-0.6666666666666666,-0.00749999999999995,0.0,0,adequate_sample_size,baseline_all_patients,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,0.0,1.0,0
fd_minimum,fractal-dimension summary features,10013,19,0.01,0.01,0.0,2,7,10,no_change,0.5263157894736842,0.06661636996862676,-0.6666666666666666,-0.01,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,0.023684210526315863,1.0,0
fd_minimum,fractal-dimension summary features,1049,19,0.01,0.01,0.0,2,6,11,no_change,0.5789473684210527,0.11421959469736205,-0.6111111111111112,-0.0049999999999999,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,-0.02894736842105261,1.7145874918005022,0
fd_minimum,fractal-dimension summary features,1855,19,0.01,0.01,0.0,2,6,11,no_change,0.5789473684210527,0.11421959469736205,-0.6111111111111112,-0.0049999999999999,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,-0.02894736842105261,1.7145874918005022,0
fd_minimum,fractal-dimension summary features,26398,19,0.01,0.01,0.0,2,7,10,no_change,0.5263157894736842,0.06661636996862676,-0.6666666666666666,-0.01,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,0.023684210526315863,1.0,0
fd_minimum,fractal-dimension summary features,26502,19,0.01,0.01,0.0,2,6,11,no_change,0.5789473684210527,0.11421959469736205,-0.6111111111111112,-0.0049999999999999,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,-0.02894736842105261,1.7145874918005022,0
fd_minimum,fractal-dimension summary features,27245,19,0.01,0.01,0.0,1,7,11,no_change,0.5789473684210527,0.04803253497124564,-0.75,-0.01,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,-0.02894736842105261,0.7210320075060642,0
fd_minimum,fractal-dimension summary features,30071,19,0.01,0.01,0.0,2,6,11,no_change,0.5789473684210527,0.12411482761101693,-0.5833333333333334,-0.0049999999999999,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,-0.02894736842105261,1.8631280520008715,0
fd_minimum,fractal-dimension summary features,30851,19,0.01,0.01,0.0,2,6,11,no_change,0.5789473684210527,0.06715577795341197,-0.6944444444444444,-0.01,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,-0.02894736842105261,1.008097228729804,0
fd_minimum,fractal-dimension summary features,491,19,0.01,0.01,0.0,2,7,10,no_change,0.5263157894736842,0.06661636996862676,-0.6666666666666666,-0.01,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,0.023684210526315863,1.0,0
fd_minimum,fractal-dimension summary features,57091,19,0.01,0.01,0.0,2,7,10,no_change,0.5263157894736842,0.06661636996862676,-0.6666666666666666,-0.01,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,0.023684210526315863,1.0,0
fd_minimum,fractal-dimension summary features,59285,19,0.01,0.01,0.0,2,7,10,no_change,0.5263157894736842,0.06661636996862676,-0.6666666666666666,-0.01,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,0.023684210526315863,1.0,0
fd_minimum,fractal-dimension summary features,638,19,0.01,0.01,0.0,2,6,11,no_change,0.5789473684210527,0.11421959469736205,-0.6111111111111112,-0.0049999999999999,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,-0.02894736842105261,1.7145874918005022,0
fd_minimum,fractal-dimension summary features,70447,19,0.01,0.01,0.0,2,7,10,no_change,0.5263157894736842,0.06661636996862676,-0.6666666666666666,-0.01,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,0.023684210526315863,1.0,0
fd_minimum,fractal-dimension summary features,80436,19,0.01,0.01,0.0,2,7,10,no_change,0.5263157894736842,0.06661636996862676,-0.6666666666666666,-0.01,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,0.023684210526315863,1.0,0
fd_minimum,fractal-dimension summary features,8452,19,0.01,0.01,0.0,2,7,10,no_change,0.5263157894736842,0.06661636996862676,-0.6666666666666666,-0.01,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,0.023684210526315863,1.0,0
fd_minimum,fractal-dimension summary features,88503,19,0.01,0.01,0.0,2,7,10,no_change,0.5263157894736842,0.06661636996862676,-0.6666666666666666,-0.01,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,0.023684210526315863,1.0,0
fd_minimum,fractal-dimension summary features,90396,19,0.01,0.01,0.0,2,6,11,no_change,0.5789473684210527,0.11421959469736205,-0.6111111111111112,-0.0049999999999999,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,-0.02894736842105261,1.7145874918005022,0
fd_minimum,fractal-dimension summary features,906,19,0.01,0.01,0.0,2,7,10,no_change,0.5263157894736842,0.06661636996862676,-0.6666666666666666,-0.01,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,0.023684210526315863,1.0,0
fd_minimum,fractal-dimension summary features,96305,19,0.01,0.01,0.0,1,7,11,no_change,0.5789473684210527,0.02159219435233635,-0.8888888888888888,-0.01,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,-0.02894736842105261,0.3241274533947929,0
fd_minimum,fractal-dimension summary features,96879,19,0.01,0.01,0.0,2,7,10,no_change,0.5263157894736842,0.06661636996862676,-0.6666666666666666,-0.01,0.0,0,adequate_sample_size,leave_one_patient_out,no_change,0.0,0.55,0.06661636996862676,-0.6666666666666666,0,1,1,0.023684210526315863,1.0,0
QRS_mean,ECG morphology and signal energy,,20,0.13447805224999998,0.1513134615,0.01035768875,12,8,0,increase,0.6,0.023950576782226562,0.5714285714285714,-0.00083210074999995,0.02973898599999995,0,adequate_sample_size,baseline_all_patients,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,0.0,1.0,0
QRS_mean,ECG morphology and signal energy,10013,19,0.1368522585,0.14475,0.004460272,11,8,0,increase,0.5789473684210527,0.044559478759765625,0.5263157894736842,-0.0014142014999999,0.0304136334999999,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,0.021052631578947323,1.8604762283985028,0
QRS_mean,ECG morphology and signal energy,1049,19,0.1368522585,0.157876923,0.004460272,11,8,0,increase,0.5789473684210527,0.044559478759765625,0.5263157894736842,-0.0014142014999999,0.0290643385,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,0.021052631578947323,1.8604762283985028,0
QRS_mean,ECG morphology and signal energy,1855,19,0.1368522585,0.157876923,0.0162551055,11,8,0,increase,0.5789473684210527,0.0289306640625,0.5684210526315789,-0.0014142014999999,0.0304136334999999,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,0.021052631578947323,1.207931830851318,0
QRS_mean,ECG morphology and signal energy,26398,19,0.1368522585,0.157876923,0.0162551055,11,8,0,increase,0.5789473684210527,0.03234100341796875,0.5578947368421052,-0.0014142014999999,0.0304136334999999,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,0.021052631578947323,1.3503225292665446,0
QRS_mean,ECG morphology and signal energy,26502,19,0.1368522585,0.157876923,0.0162551055,12,7,0,increase,0.631578947368421,0.0180816650390625,0.6105263157894737,-0.00025,0.0304136334999999,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,-0.03157894736842104,0.7549573942820738,0
QRS_mean,ECG morphology and signal energy,27245,19,0.132103846,0.14475,0.0162551055,12,7,0,increase,0.631578947368421,0.014068603515625,0.631578947368421,-0.00025,0.0304136334999999,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,-0.03157894736842104,0.5874014493907781,0
QRS_mean,ECG morphology and signal energy,30071,19,0.1368522585,0.157876923,0.004460272,11,8,0,increase,0.5789473684210527,0.044559478759765625,0.5263157894736842,-0.0014142014999999,0.0290643385,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,0.021052631578947323,1.8604762283985028,0
QRS_mean,ECG morphology and signal energy,30851,19,0.132103846,0.157876923,0.0162551055,12,7,0,increase,0.631578947368421,0.0180816650390625,0.6105263157894737,-0.0014142014999999,0.0304136334999999,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,-0.03157894736842104,0.7549573942820738,0
QRS_mean,ECG morphology and signal energy,491,19,0.132103846,0.14475,0.004460272,11,8,0,increase,0.5789473684210527,0.040130615234375,0.5368421052631579,-0.0014142014999999,0.0304136334999999,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,0.021052631578947323,1.6755594489129568,0
QRS_mean,ECG morphology and signal energy,57091,19,0.132103846,0.157876923,0.0162551055,12,7,0,increase,0.631578947368421,0.01082611083984375,0.6526315789473685,-0.00025,0.0304136334999999,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,-0.03157894736842104,0.4520187942980011,0
QRS_mean,ECG morphology and signal energy,59285,19,0.132103846,0.14475,0.004460272,11,8,0,increase,0.5789473684210527,0.044559478759765625,0.5263157894736842,-0.0014142014999999,0.0290643385,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,0.021052631578947323,1.8604762283985028,0
QRS_mean,ECG morphology and signal energy,638,19,0.1368522585,0.157876923,0.0162551055,12,7,0,increase,0.631578947368421,0.015972137451171875,0.6210526315789474,-0.00025,0.0304136334999999,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,-0.03157894736842104,0.6668790316158318,0
QRS_mean,ECG morphology and signal energy,70447,19,0.1368522585,0.14475,0.004460272,11,8,0,increase,0.5789473684210527,0.044559478759765625,0.5263157894736842,-0.0014142014999999,0.0290643385,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,0.021052631578947323,1.8604762283985028,0
QRS_mean,ECG morphology and signal energy,80436,19,0.132103846,0.14475,0.004460272,11,8,0,increase,0.5789473684210527,0.044559478759765625,0.5263157894736842,-0.0014142014999999,0.0290643385,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,0.021052631578947323,1.8604762283985028,0
QRS_mean,ECG morphology and signal energy,8452,19,0.132103846,0.157876923,0.0162551055,12,7,0,increase,0.631578947368421,0.0180816650390625,0.6105263157894737,-0.0014142014999999,0.0304136334999999,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,-0.03157894736842104,0.7549573942820738,0
QRS_mean,ECG morphology and signal energy,88503,19,0.132103846,0.14475,0.004460272,11,8,0,increase,0.5789473684210527,0.040130615234375,0.5368421052631579,-0.0014142014999999,0.0304136334999999,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,0.021052631578947323,1.6755594489129568,0
QRS_mean,ECG morphology and signal energy,90396,19,0.1368522585,0.14475,0.004460272,11,8,0,increase,0.5789473684210527,0.044559478759765625,0.5263157894736842,-0.0014142014999999,0.0290643385,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,0.021052631578947323,1.8604762283985028,0
QRS_mean,ECG morphology and signal energy,906,19,0.132103846,0.14475,0.004460272,11,8,0,increase,0.5789473684210527,0.044559478759765625,0.5263157894736842,-0.0014142014999999,0.0304136334999999,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,0.021052631578947323,1.8604762283985028,0
QRS_mean,ECG morphology and signal energy,96305,19,0.132103846,0.14475,0.0162551055,12,7,0,increase,0.631578947368421,0.0180816650390625,0.6105263157894737,-0.00025,0.0304136334999999,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,-0.03157894736842104,0.7549573942820738,0
QRS_mean,ECG morphology and signal energy,96879,19,0.1368522585,0.157876923,0.0162551055,12,7,0,increase,0.631578947368421,0.014068603515625,0.631578947368421,-0.00025,0.0304136334999999,0,adequate_sample_size,leave_one_patient_out,increase,0.01035768875,0.6,0.023950576782226562,0.5714285714285714,0,1,1,-0.03157894736842104,0.5874014493907781,0
fuzzyEntropy,entropy and complexity,,20,0.22999999999999998,0.2375,-0.0199999999999999,5,13,2,decrease,0.65,0.06399596863607887,-0.49707602339181284,-0.08,0.0,0,adequate_sample_size,baseline_all_patients,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,0.0,1.0,0
fuzzyEntropy,entropy and complexity,10013,19,0.22,0.24,-0.0199999999999999,5,12,2,decrease,0.631578947368421,0.11247621043596484,-0.43790849673202614,-0.07,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,0.018421052631579005,1.757551496338386,0
fuzzyEntropy,entropy and complexity,1049,19,0.24,0.24,-0.0199999999999999,5,12,2,decrease,0.631578947368421,0.11247621043596484,-0.43790849673202614,-0.07,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,0.018421052631579005,1.757551496338386,0
fuzzyEntropy,entropy and complexity,1855,19,0.22,0.235,-0.0199999999999999,5,12,2,decrease,0.631578947368421,0.11247621043596484,-0.43790849673202614,-0.07,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,0.018421052631579005,1.757551496338386,0
fuzzyEntropy,entropy and complexity,26398,19,0.22,0.235,-0.0199999999999999,5,12,2,decrease,0.631578947368421,0.1021457608201883,-0.45098039215686275,-0.09,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,0.018421052631579005,1.5961280530192927,0
fuzzyEntropy,entropy and complexity,26502,19,0.22,0.235,-0.0199999999999999,5,13,1,decrease,0.6842105263157895,0.06399596863607887,-0.49707602339181284,-0.09,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,-0.03421052631578947,1.0,0
fuzzyEntropy,entropy and complexity,27245,19,0.24,0.24,-0.0199999999999999,5,12,2,decrease,0.631578947368421,0.07566315110996226,-0.49019607843137253,-0.09,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,0.018421052631579005,1.1823112099487123,0
fuzzyEntropy,entropy and complexity,30071,19,0.22,0.235,-0.0199999999999999,5,12,2,decrease,0.631578947368421,0.11247621043596484,-0.43790849673202614,-0.07,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,0.018421052631579005,1.757551496338386,0
fuzzyEntropy,entropy and complexity,30851,19,0.24,0.24,-0.0199999999999999,5,12,2,decrease,0.631578947368421,0.06818311125495681,-0.5032679738562091,-0.09,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,0.018421052631579005,1.0654282247478533,0
fuzzyEntropy,entropy and complexity,491,19,0.24,0.24,-0.0199999999999999,5,12,2,decrease,0.631578947368421,0.07566315110996226,-0.49019607843137253,-0.09,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,0.018421052631579005,1.1823112099487123,0
fuzzyEntropy,entropy and complexity,57091,19,0.22,0.235,-0.0199999999999999,5,12,2,decrease,0.631578947368421,0.07562211699971229,-0.49019607843137253,-0.09,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,0.018421052631579005,1.1816700115869325,0
fuzzyEntropy,entropy and complexity,59285,19,0.22,0.235,-0.0199999999999999,5,13,1,decrease,0.6842105263157895,0.06399596863607887,-0.49707602339181284,-0.09,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,-0.03421052631578947,1.0,0
fuzzyEntropy,entropy and complexity,638,19,0.24,0.24,-0.0199999999999999,4,13,2,decrease,0.6842105263157895,0.05500883362926575,-0.5294117647058824,-0.09,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,-0.03421052631578947,0.859567169645957,0
fuzzyEntropy,entropy and complexity,70447,19,0.22,0.235,-0.0199999999999999,5,12,2,decrease,0.631578947368421,0.1021457608201883,-0.45098039215686275,-0.07,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,0.018421052631579005,1.5961280530192927,0
fuzzyEntropy,entropy and complexity,80436,19,0.24,0.235,-0.0199999999999999,4,13,2,decrease,0.6842105263157895,0.03508020085561516,-0.5816993464052288,-0.09,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,-0.03421052631578947,0.5481626671689765,0
fuzzyEntropy,entropy and complexity,8452,19,0.24,0.24,-0.0199999999999999,5,12,2,decrease,0.631578947368421,0.07562211699971229,-0.49019607843137253,-0.09,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,0.018421052631579005,1.1816700115869325,0
fuzzyEntropy,entropy and complexity,88503,19,0.24,0.235,-0.0199999999999999,4,13,2,decrease,0.6842105263157895,0.03508020085561516,-0.5816993464052288,-0.09,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,-0.03421052631578947,0.5481626671689765,0
fuzzyEntropy,entropy and complexity,90396,19,0.24,0.24,-0.0199999999999999,4,13,2,decrease,0.6842105263157895,0.03508020085561516,-0.5816993464052288,-0.09,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,-0.03421052631578947,0.5481626671689765,0
fuzzyEntropy,entropy and complexity,906,19,0.22,0.24,-0.0199999999999999,5,12,2,decrease,0.631578947368421,0.11247621043596484,-0.43790849673202614,-0.07,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,0.018421052631579005,1.757551496338386,0
fuzzyEntropy,entropy and complexity,96305,19,0.24,0.24,-0.0199999999999999,5,12,2,decrease,0.631578947368421,0.06818311125495681,-0.5032679738562091,-0.09,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,0.018421052631579005,1.0654282247478533,0
fuzzyEntropy,entropy and complexity,96879,19,0.22,0.235,-0.0199999999999999,4,13,2,decrease,0.6842105263157895,0.027589528525118496,-0.6078431372549019,-0.09,0.0,0,adequate_sample_size,leave_one_patient_out,decrease,-0.0199999999999999,0.65,0.06399596863607887,-0.49707602339181284,0,1,1,-0.03421052631578947,0.43111353907321603,0
fd_median,fractal-dimension summary features,,20,2.9525,1.86,-0.16249999999999995,7,13,0,decrease,0.65,0.08969497680664062,-0.4380952380952381,-0.6850000000000002,0.10500000000000005,0,adequate_sample_size,baseline_all_patients,decrease,-0.16249999999999995,0.65,0.08969497680664062,-0.4380952380952381,0,1,1,0.0,1.0,0
fd_median,fractal-dimension summary features,10013,19,2.975,1.86,-0.0749999999999999,7,12,0,decrease,0.631578947368421,0.156402587890625,-0.37894736842105264,-0.5700000000000003,0.1100000000000003,0,adequate_sample_size,leave_one_patient_out,decrease,-0.16249999999999995,0.65,0.08969497680664062,-0.4380952380952381,0,1,1,0.018421052631579005,1.74371624207885,0
fd_median,fractal-dimension summary features,1049,19,2.975,1.86,-0.0749999999999999,7,12,0,decrease,0.631578947368421,0.12318801879882812,-0.4105263157894737,-0.8,0.1100000000000003,0,adequate_sample_size,leave_one_patient_out,decrease,-0.16249999999999995,0.65,0.08969497680664062,-0.4380952380952381,0,1,1,0.018421052631579005,1.3734104537915195,0
